,Rating,Reviews,Ratings
10,3.7 out of 5,"First day first show👎😡
Very Disappointed
As you see colour where not properly set as picture
Totally worst",3.7 
11,3.7 out of 5,"First day first show👎😡
Very Disappointed
As you see colour where not properly set as picture
Totally worst",3.7 
12,4.2 out of 5,"This is is not a user friendly product, trust me.
I had an epson L150 -the ink tank non wifi one.
The build quality of that product and print was excellent .
This on the other hand was rubbish,If I print over wifi direct even if quality is set in high ,It still is a 5/10 print.
The ink tank seems to finish ink fast.
The epson app is the worst,so undeveloped and troublesome to use.
I can't find a way to connect the printer to the wifi ,I can't find a way to use remote printing or to even register my product on the epson site as INDIA is not listed in the countries allowed to register.
It's low quality printer.
And who uses a wps router? I don't see why I can't directly connect my printer to the wifi without that.

The bottom line is ,unless you want to break your head using this product.
Dont buy it,my cousins got an hp wifi printer and I used theirs ,setup was easy and overall side by side.
I really realised how bad epson is at their tech.
The last printer I had was good but this one is disgusting and low quality build.

I REALLY REGRET BUYING THIS PRINTER AND I DON'T LIKE ITS BUILD QUALITY OR PRINT QUALITY.",4.2 
13,4.2 out of 5,"This is is not a user friendly product, trust me.
I had an epson L150 -the ink tank non wifi one.
The build quality of that product and print was excellent .
This on the other hand was rubbish,If I print over wifi direct even if quality is set in high ,It still is a 5/10 print.
The ink tank seems to finish ink fast.
The epson app is the worst,so undeveloped and troublesome to use.
I can't find a way to connect the printer to the wifi ,I can't find a way to use remote printing or to even register my product on the epson site as INDIA is not listed in the countries allowed to register.
It's low quality printer.
And who uses a wps router? I don't see why I can't directly connect my printer to the wifi without that.

The bottom line is ,unless you want to break your head using this product.
Dont buy it,my cousins got an hp wifi printer and I used theirs ,setup was easy and overall side by side.
I really realised how bad epson is at their tech.
The last printer I had was good but this one is disgusting and low quality build.

I REALLY REGRET BUYING THIS PRINTER AND I DON'T LIKE ITS BUILD QUALITY OR PRINT QUALITY.",4.2 
14,4.2 out of 5,"This is is not a user friendly product, trust me.
I had an epson L150 -the ink tank non wifi one.
The build quality of that product and print was excellent .
This on the other hand was rubbish,If I print over wifi direct even if quality is set in high ,It still is a 5/10 print.
The ink tank seems to finish ink fast.
The epson app is the worst,so undeveloped and troublesome to use.
I can't find a way to connect the printer to the wifi ,I can't find a way to use remote printing or to even register my product on the epson site as INDIA is not listed in the countries allowed to register.
It's low quality printer.
And who uses a wps router? I don't see why I can't directly connect my printer to the wifi without that.

The bottom line is ,unless you want to break your head using this product.
Dont buy it,my cousins got an hp wifi printer and I used theirs ,setup was easy and overall side by side.
I really realised how bad epson is at their tech.
The last printer I had was good but this one is disgusting and low quality build.

I REALLY REGRET BUYING THIS PRINTER AND I DON'T LIKE ITS BUILD QUALITY OR PRINT QUALITY.",4.2 
15,4.2 out of 5,"This is is not a user friendly product, trust me.
I had an epson L150 -the ink tank non wifi one.
The build quality of that product and print was excellent .
This on the other hand was rubbish,If I print over wifi direct even if quality is set in high ,It still is a 5/10 print.
The ink tank seems to finish ink fast.
The epson app is the worst,so undeveloped and troublesome to use.
I can't find a way to connect the printer to the wifi ,I can't find a way to use remote printing or to even register my product on the epson site as INDIA is not listed in the countries allowed to register.
It's low quality printer.
And who uses a wps router? I don't see why I can't directly connect my printer to the wifi without that.

The bottom line is ,unless you want to break your head using this product.
Dont buy it,my cousins got an hp wifi printer and I used theirs ,setup was easy and overall side by side.
I really realised how bad epson is at their tech.
The last printer I had was good but this one is disgusting and low quality build.

I REALLY REGRET BUYING THIS PRINTER AND I DON'T LIKE ITS BUILD QUALITY OR PRINT QUALITY.",4.2 
16,3.6 out of 5,"I was looking for scanner and printer for home usage (for occasional printing). I decided the hp 2131 which was coasting around 3100 but shortly it became out of stock. So I went for this one and it costed me 3300 on freedom sale.

Prints are clear and also the scanning quality is good I scanned my brother's college id card it was clear . Speed is also good and it is quite light

I will post full review after more testing.",3.6 
17,3.6 out of 5,"I was looking for scanner and printer for home usage (for occasional printing). I decided the hp 2131 which was coasting around 3100 but shortly it became out of stock. So I went for this one and it costed me 3300 on freedom sale.

Prints are clear and also the scanning quality is good I scanned my brother's college id card it was clear . Speed is also good and it is quite light

I will post full review after more testing.",3.6 
18,3.6 out of 5,"I was looking for scanner and printer for home usage (for occasional printing). I decided the hp 2131 which was coasting around 3100 but shortly it became out of stock. So I went for this one and it costed me 3300 on freedom sale.

Prints are clear and also the scanning quality is good I scanned my brother's college id card it was clear . Speed is also good and it is quite light

I will post full review after more testing.",3.6 
19,3.6 out of 5,"I was looking for scanner and printer for home usage (for occasional printing). I decided the hp 2131 which was coasting around 3100 but shortly it became out of stock. So I went for this one and it costed me 3300 on freedom sale.

Prints are clear and also the scanning quality is good I scanned my brother's college id card it was clear . Speed is also good and it is quite light

I will post full review after more testing.",3.6 
20,4.3 out of 5,"Didn't expect cannon to dispatch items without quality checks!
The colour head was not working properly from day 1.
Tried all software based ink flushing techniques, the ink totally flushed out and the colour stopped working there on..
Ordered new head- Rs 3500/-
Within 2 days, the led blinking indications started coming.decorded the code online and found it's an error which only service centre people can do. The ink drain was full.
After a week, the printer is not powering on itself!!
Service charge + replacement of printer board..Rs 5000/-
Warranty not applicable on these sections..
Had a great Cannon experience..",4.3 
21,4.3 out of 5,"Didn't expect cannon to dispatch items without quality checks!
The colour head was not working properly from day 1.
Tried all software based ink flushing techniques, the ink totally flushed out and the colour stopped working there on..
Ordered new head- Rs 3500/-
Within 2 days, the led blinking indications started coming.decorded the code online and found it's an error which only service centre people can do. The ink drain was full.
After a week, the printer is not powering on itself!!
Service charge + replacement of printer board..Rs 5000/-
Warranty not applicable on these sections..
Had a great Cannon experience..",4.3 
22,4.3 out of 5,"Didn't expect cannon to dispatch items without quality checks!
The colour head was not working properly from day 1.
Tried all software based ink flushing techniques, the ink totally flushed out and the colour stopped working there on..
Ordered new head- Rs 3500/-
Within 2 days, the led blinking indications started coming.decorded the code online and found it's an error which only service centre people can do. The ink drain was full.
After a week, the printer is not powering on itself!!
Service charge + replacement of printer board..Rs 5000/-
Warranty not applicable on these sections..
Had a great Cannon experience..",4.3 
23,4.3 out of 5,"Didn't expect cannon to dispatch items without quality checks!
The colour head was not working properly from day 1.
Tried all software based ink flushing techniques, the ink totally flushed out and the colour stopped working there on..
Ordered new head- Rs 3500/-
Within 2 days, the led blinking indications started coming.decorded the code online and found it's an error which only service centre people can do. The ink drain was full.
After a week, the printer is not powering on itself!!
Service charge + replacement of printer board..Rs 5000/-
Warranty not applicable on these sections..
Had a great Cannon experience..",4.3 
24,4.3 out of 5,"It needs the firmware and drivers to be installed from the CD that comes with the printer. Updated firmware and software is available online, but the printer refused to work with those until I installed the ones from the CD first. Since I had a laptop that didn’t have a CD/DVD Drive, I had to buy a separate portable Drive to install from the CD first.

Once installed, it’s printing and copying works fine. Getting the scanner to work took more fiddling with software.

Not really plug and play if you don’t have a CD drive",4.3 
25,4.3 out of 5,"It needs the firmware and drivers to be installed from the CD that comes with the printer. Updated firmware and software is available online, but the printer refused to work with those until I installed the ones from the CD first. Since I had a laptop that didn’t have a CD/DVD Drive, I had to buy a separate portable Drive to install from the CD first.

Once installed, it’s printing and copying works fine. Getting the scanner to work took more fiddling with software.

Not really plug and play if you don’t have a CD drive",4.3 
26,4.3 out of 5,"It needs the firmware and drivers to be installed from the CD that comes with the printer. Updated firmware and software is available online, but the printer refused to work with those until I installed the ones from the CD first. Since I had a laptop that didn’t have a CD/DVD Drive, I had to buy a separate portable Drive to install from the CD first.

Once installed, it’s printing and copying works fine. Getting the scanner to work took more fiddling with software.

Not really plug and play if you don’t have a CD drive",4.3 
27,4.3 out of 5,"It needs the firmware and drivers to be installed from the CD that comes with the printer. Updated firmware and software is available online, but the printer refused to work with those until I installed the ones from the CD first. Since I had a laptop that didn’t have a CD/DVD Drive, I had to buy a separate portable Drive to install from the CD first.

Once installed, it’s printing and copying works fine. Getting the scanner to work took more fiddling with software.

Not really plug and play if you don’t have a CD drive",4.3 
28,4.2 out of 5,"I was looking for good quality MFP in the 10k range and came across this model. HP name and its features were eye-catcher and I was able to finalize it soon.

I am using this MFP for more than a year and so far had no issues, be it printing or scanning or copier. P.S. I use only genuine HP toner in it, so it’s quite a deal.

HP 126nw, mark this nw in its name as it makes it super useful, giving it network capability in terms of LAN/Wi-Fi for both printing and scanning. This is really useful as you can keep it anywhere and print from virtually any location without any cable connected (other than power cable).

Setting it up, in general, is a breeze while the Wi-Fi scan is a bit complicated. I will list the steps to make it easy for you.
FYI, I got it from Cambium Retail seller.

•••••••••••••••
INSIDE BOX
•••••••••••••••
1. Printer
2. Paper stack tray
3. Print collection tray
4. Introductory cartridge
- Pre-installed, (you need to remove orange clip & pull the orange tab to remove the seal, before usage, pic attached)
- Yields approx 550 pages
5. Power cable
6. USB cable
7. Getting Started, Installation, Warranty & User guide
8. Printer CD

•••••••••••••••••••
ABOUT DEVICE
•••••••••••••••••••
Dimensions: L x W x H 420 x 365 x 254 mm
Weight: ~8 kg

Print Quality: 10/10
Scan Quality: 8/10
Power Consumption: 9/10
Print Cost: 7/10 (wrt genuine cartridge, not wrt compatible, duplicate or refilled ones)
Build Quality: 9/10

Approx cost per page (using genuine cartridge): Rs 3
There's a huge drop in cost if local ones are used, but those have far inferior print quality (you can easily scratch and remove print) & damages rollers inside.

•••••••
PROS
•••••••
1. A wonderful multifunction device with laser printing.
2. Detailed control panel with 2 line LCD text display
3. Good print & scan speed/resolution. Print (up to 20ppm, 1200 dpi) & scan (up to 7ppm b/w, 5ppm colour, 1200 dpi).
4. Multiple connectivity options for print/scan. USB/LAN/Wi-Fi.
5. Set up anywhere, thanks to its Wi-Fi connectivity. Just a power source required.
5. Print using smartphone directly via Wi-Di i.e. Smartphone → Printer
6. Print using smartphone via network i.e. Smartphone → Router → Printer (Download HP print service plugin from app store)
8. It can be used as a standalone photocopy machine using the control panel with an extra double side photocopy feature for ID cards etc.
9. All photocopy related controls are available on panel, like one-touch photocopy button, no of copies, light-dark with 11 steps, reduce/enlarge, optimization, paper setting, etc
10. Tiltable control panel for easy access.
11. The good thing with a laser printer is that you don’t have to worry about drying ink or print head. I had 2 heads replaced in the earlier inkjet printer. So even if off for a month, laser one works instantly with the same good quality.

••••••••
CONS
••••••••
1. Scan quality is not crisp. On full zoom, I find it slightly blurry. But in regular day to day scanning tasks, you won’t even notice it. So not a big deal.
2. No backlit LCD and it’s a pain to operate it without backlight unless you tilt it.
3. No ADF for scanning, so you need feed in every single page to be scanned separately. (But you can’t get everything in this range)
4. Initial warm-up time (power on to ready) is quite large, ~40 sec.

•••••••••••••
FEATURES
•••••••••••••
-Extensive control panel on the front
-Web panel/local network page accessible via IP address. You can find just everything here, supply status, network settings, paper setting, web services, power options, logs, reports, etc, etc
-USB printing/ scanning (via USB 2.0)
-LAN/ Wi-Fi Printing/Scanning (via Ethernet 10/100, Wi-Fi 802.11b/gnew line)
-Apple Air print
-Printing via Email or HP ePrint
-Printing directly via Mobile using Wi-Di
-Duplex printing support
-Standalone photocopy with id copy mode & options like reduce enlarge, light/dark, mode, etc
-Scan to email/application/file
-Multiple scan formats supported like pdf, tiff, jpg, bmp, png

•••••••••••••••••••••••••••••••••••••••••••••••••••••••••
INITIAL SETUP (via USB cable or WiFi or LAN)
•••••••••••••••••••••••••••••••••••••••••••••••••••••••••
1. Remove various seals from around MFP.
2. Take out the cartridge from MFP and remove the orange clip & pull orange tab to remove the seal. Reinstall it.
3. Attach power cable.
4. Use driver cd or download installer from the HP website. Run it.
5. Follow on-screen instructions for the desired setup.
- USB based
- Connect through network
- First-time wireless connection

•••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••
CONFIGURING IT FOR WIRELESS SCANNING & PRINTING BOTH
•••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••
▶ WITHOUT WPS

The initial setup of this MFP directly via 'first-time wireless connection' option, does not enable scan via Wi-Fi. Only printing works. I will take you through steps to enable wireless scanning which is really very handy. It took me a lot of time to figure it out.
If already configured on network and you set it up via 2nd option, then scanning will work.

1. Power on MFP. Do not connect it via LAN cable or USB cable for now.
2. Use driver cd or download installer from the HP website. Run it.
3. Choose USB based setup. Follow on-screen instructions and complete it.
4. Again run the installer and now choose the 3rd option, first-time wireless connection. Follow on-screen instructions and complete it.
5. Now when you run HP scan utility, it will be able to communicate to MFP via Wi-Fi.
6. If you skip step 3 above, it won’t work and give communication error.

▶ WITH WPS

1. Power on MFP. USB or LAN cable is not required.
2. Press the Wi-Fi button on MFP to start the WPS connection.
3. Push the WPS button on your router.
4. Let it connect to the router. Once successful, the IP address will be displayed on LCD.
5. Now start setup and select 2nd option 'connect through the network'. It will search for the printer on the network.
6. Once found, select it and proceed.

•••••••••••••••••••
FINAL VERDICT
•••••••••••••••••••
I am using it for more than a year and it never disappointed me in terms of usage, be it printing/scanning/copy task.

▶ This device, M126nw is highly suitable for general home usage where you don’t print every day or light to medium office work where you print/scan daily. You can very well go for it.

▶ There used to be another model m126a without network capability. If you can find it, you can save some bucks. But a few bucks more get you a good deal of value proposition with m126nw.",4.2 
29,4.2 out of 5,"I was looking for good quality MFP in the 10k range and came across this model. HP name and its features were eye-catcher and I was able to finalize it soon.

I am using this MFP for more than a year and so far had no issues, be it printing or scanning or copier. P.S. I use only genuine HP toner in it, so it’s quite a deal.

HP 126nw, mark this nw in its name as it makes it super useful, giving it network capability in terms of LAN/Wi-Fi for both printing and scanning. This is really useful as you can keep it anywhere and print from virtually any location without any cable connected (other than power cable).

Setting it up, in general, is a breeze while the Wi-Fi scan is a bit complicated. I will list the steps to make it easy for you.
FYI, I got it from Cambium Retail seller.

•••••••••••••••
INSIDE BOX
•••••••••••••••
1. Printer
2. Paper stack tray
3. Print collection tray
4. Introductory cartridge
- Pre-installed, (you need to remove orange clip & pull the orange tab to remove the seal, before usage, pic attached)
- Yields approx 550 pages
5. Power cable
6. USB cable
7. Getting Started, Installation, Warranty & User guide
8. Printer CD

•••••••••••••••••••
ABOUT DEVICE
•••••••••••••••••••
Dimensions: L x W x H 420 x 365 x 254 mm
Weight: ~8 kg

Print Quality: 10/10
Scan Quality: 8/10
Power Consumption: 9/10
Print Cost: 7/10 (wrt genuine cartridge, not wrt compatible, duplicate or refilled ones)
Build Quality: 9/10

Approx cost per page (using genuine cartridge): Rs 3
There's a huge drop in cost if local ones are used, but those have far inferior print quality (you can easily scratch and remove print) & damages rollers inside.

•••••••
PROS
•••••••
1. A wonderful multifunction device with laser printing.
2. Detailed control panel with 2 line LCD text display
3. Good print & scan speed/resolution. Print (up to 20ppm, 1200 dpi) & scan (up to 7ppm b/w, 5ppm colour, 1200 dpi).
4. Multiple connectivity options for print/scan. USB/LAN/Wi-Fi.
5. Set up anywhere, thanks to its Wi-Fi connectivity. Just a power source required.
5. Print using smartphone directly via Wi-Di i.e. Smartphone → Printer
6. Print using smartphone via network i.e. Smartphone → Router → Printer (Download HP print service plugin from app store)
8. It can be used as a standalone photocopy machine using the control panel with an extra double side photocopy feature for ID cards etc.
9. All photocopy related controls are available on panel, like one-touch photocopy button, no of copies, light-dark with 11 steps, reduce/enlarge, optimization, paper setting, etc
10. Tiltable control panel for easy access.
11. The good thing with a laser printer is that you don’t have to worry about drying ink or print head. I had 2 heads replaced in the earlier inkjet printer. So even if off for a month, laser one works instantly with the same good quality.

••••••••
CONS
••••••••
1. Scan quality is not crisp. On full zoom, I find it slightly blurry. But in regular day to day scanning tasks, you won’t even notice it. So not a big deal.
2. No backlit LCD and it’s a pain to operate it without backlight unless you tilt it.
3. No ADF for scanning, so you need feed in every single page to be scanned separately. (But you can’t get everything in this range)
4. Initial warm-up time (power on to ready) is quite large, ~40 sec.

•••••••••••••
FEATURES
•••••••••••••
-Extensive control panel on the front
-Web panel/local network page accessible via IP address. You can find just everything here, supply status, network settings, paper setting, web services, power options, logs, reports, etc, etc
-USB printing/ scanning (via USB 2.0)
-LAN/ Wi-Fi Printing/Scanning (via Ethernet 10/100, Wi-Fi 802.11b/gnew line)
-Apple Air print
-Printing via Email or HP ePrint
-Printing directly via Mobile using Wi-Di
-Duplex printing support
-Standalone photocopy with id copy mode & options like reduce enlarge, light/dark, mode, etc
-Scan to email/application/file
-Multiple scan formats supported like pdf, tiff, jpg, bmp, png

•••••••••••••••••••••••••••••••••••••••••••••••••••••••••
INITIAL SETUP (via USB cable or WiFi or LAN)
•••••••••••••••••••••••••••••••••••••••••••••••••••••••••
1. Remove various seals from around MFP.
2. Take out the cartridge from MFP and remove the orange clip & pull orange tab to remove the seal. Reinstall it.
3. Attach power cable.
4. Use driver cd or download installer from the HP website. Run it.
5. Follow on-screen instructions for the desired setup.
- USB based
- Connect through network
- First-time wireless connection

•••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••
CONFIGURING IT FOR WIRELESS SCANNING & PRINTING BOTH
•••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••
▶ WITHOUT WPS

The initial setup of this MFP directly via 'first-time wireless connection' option, does not enable scan via Wi-Fi. Only printing works. I will take you through steps to enable wireless scanning which is really very handy. It took me a lot of time to figure it out.
If already configured on network and you set it up via 2nd option, then scanning will work.

1. Power on MFP. Do not connect it via LAN cable or USB cable for now.
2. Use driver cd or download installer from the HP website. Run it.
3. Choose USB based setup. Follow on-screen instructions and complete it.
4. Again run the installer and now choose the 3rd option, first-time wireless connection. Follow on-screen instructions and complete it.
5. Now when you run HP scan utility, it will be able to communicate to MFP via Wi-Fi.
6. If you skip step 3 above, it won’t work and give communication error.

▶ WITH WPS

1. Power on MFP. USB or LAN cable is not required.
2. Press the Wi-Fi button on MFP to start the WPS connection.
3. Push the WPS button on your router.
4. Let it connect to the router. Once successful, the IP address will be displayed on LCD.
5. Now start setup and select 2nd option 'connect through the network'. It will search for the printer on the network.
6. Once found, select it and proceed.

•••••••••••••••••••
FINAL VERDICT
•••••••••••••••••••
I am using it for more than a year and it never disappointed me in terms of usage, be it printing/scanning/copy task.

▶ This device, M126nw is highly suitable for general home usage where you don’t print every day or light to medium office work where you print/scan daily. You can very well go for it.

▶ There used to be another model m126a without network capability. If you can find it, you can save some bucks. But a few bucks more get you a good deal of value proposition with m126nw.",4.2 
30,4.2 out of 5,"I was looking for good quality MFP in the 10k range and came across this model. HP name and its features were eye-catcher and I was able to finalize it soon.

I am using this MFP for more than a year and so far had no issues, be it printing or scanning or copier. P.S. I use only genuine HP toner in it, so it’s quite a deal.

HP 126nw, mark this nw in its name as it makes it super useful, giving it network capability in terms of LAN/Wi-Fi for both printing and scanning. This is really useful as you can keep it anywhere and print from virtually any location without any cable connected (other than power cable).

Setting it up, in general, is a breeze while the Wi-Fi scan is a bit complicated. I will list the steps to make it easy for you.
FYI, I got it from Cambium Retail seller.

•••••••••••••••
INSIDE BOX
•••••••••••••••
1. Printer
2. Paper stack tray
3. Print collection tray
4. Introductory cartridge
- Pre-installed, (you need to remove orange clip & pull the orange tab to remove the seal, before usage, pic attached)
- Yields approx 550 pages
5. Power cable
6. USB cable
7. Getting Started, Installation, Warranty & User guide
8. Printer CD

•••••••••••••••••••
ABOUT DEVICE
•••••••••••••••••••
Dimensions: L x W x H 420 x 365 x 254 mm
Weight: ~8 kg

Print Quality: 10/10
Scan Quality: 8/10
Power Consumption: 9/10
Print Cost: 7/10 (wrt genuine cartridge, not wrt compatible, duplicate or refilled ones)
Build Quality: 9/10

Approx cost per page (using genuine cartridge): Rs 3
There's a huge drop in cost if local ones are used, but those have far inferior print quality (you can easily scratch and remove print) & damages rollers inside.

•••••••
PROS
•••••••
1. A wonderful multifunction device with laser printing.
2. Detailed control panel with 2 line LCD text display
3. Good print & scan speed/resolution. Print (up to 20ppm, 1200 dpi) & scan (up to 7ppm b/w, 5ppm colour, 1200 dpi).
4. Multiple connectivity options for print/scan. USB/LAN/Wi-Fi.
5. Set up anywhere, thanks to its Wi-Fi connectivity. Just a power source required.
5. Print using smartphone directly via Wi-Di i.e. Smartphone → Printer
6. Print using smartphone via network i.e. Smartphone → Router → Printer (Download HP print service plugin from app store)
8. It can be used as a standalone photocopy machine using the control panel with an extra double side photocopy feature for ID cards etc.
9. All photocopy related controls are available on panel, like one-touch photocopy button, no of copies, light-dark with 11 steps, reduce/enlarge, optimization, paper setting, etc
10. Tiltable control panel for easy access.
11. The good thing with a laser printer is that you don’t have to worry about drying ink or print head. I had 2 heads replaced in the earlier inkjet printer. So even if off for a month, laser one works instantly with the same good quality.

••••••••
CONS
••••••••
1. Scan quality is not crisp. On full zoom, I find it slightly blurry. But in regular day to day scanning tasks, you won’t even notice it. So not a big deal.
2. No backlit LCD and it’s a pain to operate it without backlight unless you tilt it.
3. No ADF for scanning, so you need feed in every single page to be scanned separately. (But you can’t get everything in this range)
4. Initial warm-up time (power on to ready) is quite large, ~40 sec.

•••••••••••••
FEATURES
•••••••••••••
-Extensive control panel on the front
-Web panel/local network page accessible via IP address. You can find just everything here, supply status, network settings, paper setting, web services, power options, logs, reports, etc, etc
-USB printing/ scanning (via USB 2.0)
-LAN/ Wi-Fi Printing/Scanning (via Ethernet 10/100, Wi-Fi 802.11b/gnew line)
-Apple Air print
-Printing via Email or HP ePrint
-Printing directly via Mobile using Wi-Di
-Duplex printing support
-Standalone photocopy with id copy mode & options like reduce enlarge, light/dark, mode, etc
-Scan to email/application/file
-Multiple scan formats supported like pdf, tiff, jpg, bmp, png

•••••••••••••••••••••••••••••••••••••••••••••••••••••••••
INITIAL SETUP (via USB cable or WiFi or LAN)
•••••••••••••••••••••••••••••••••••••••••••••••••••••••••
1. Remove various seals from around MFP.
2. Take out the cartridge from MFP and remove the orange clip & pull orange tab to remove the seal. Reinstall it.
3. Attach power cable.
4. Use driver cd or download installer from the HP website. Run it.
5. Follow on-screen instructions for the desired setup.
- USB based
- Connect through network
- First-time wireless connection

•••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••
CONFIGURING IT FOR WIRELESS SCANNING & PRINTING BOTH
•••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••
▶ WITHOUT WPS

The initial setup of this MFP directly via 'first-time wireless connection' option, does not enable scan via Wi-Fi. Only printing works. I will take you through steps to enable wireless scanning which is really very handy. It took me a lot of time to figure it out.
If already configured on network and you set it up via 2nd option, then scanning will work.

1. Power on MFP. Do not connect it via LAN cable or USB cable for now.
2. Use driver cd or download installer from the HP website. Run it.
3. Choose USB based setup. Follow on-screen instructions and complete it.
4. Again run the installer and now choose the 3rd option, first-time wireless connection. Follow on-screen instructions and complete it.
5. Now when you run HP scan utility, it will be able to communicate to MFP via Wi-Fi.
6. If you skip step 3 above, it won’t work and give communication error.

▶ WITH WPS

1. Power on MFP. USB or LAN cable is not required.
2. Press the Wi-Fi button on MFP to start the WPS connection.
3. Push the WPS button on your router.
4. Let it connect to the router. Once successful, the IP address will be displayed on LCD.
5. Now start setup and select 2nd option 'connect through the network'. It will search for the printer on the network.
6. Once found, select it and proceed.

•••••••••••••••••••
FINAL VERDICT
•••••••••••••••••••
I am using it for more than a year and it never disappointed me in terms of usage, be it printing/scanning/copy task.

▶ This device, M126nw is highly suitable for general home usage where you don’t print every day or light to medium office work where you print/scan daily. You can very well go for it.

▶ There used to be another model m126a without network capability. If you can find it, you can save some bucks. But a few bucks more get you a good deal of value proposition with m126nw.",4.2 
